1.1755184800477675e-7	-1.7632777200716511e-7	-5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-1.7632777200716511e-7	0.0	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-1.7632777200716511e-7	5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-1.1755184800477675e-7	-1.1755184800477675e-7	2.0360577326788746e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-1.1755184800477675e-7	-5.8775924002388373e-8	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-1.1755184800477675e-7	0.0	1.6624341773037594e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-1.1755184800477675e-7	5.8775924002388373e-8	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-1.1755184800477675e-7	1.1755184800477675e-7	2.0360577326788746e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-5.8775924002388373e-8	-1.7632777200716511e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-5.8775924002388373e-8	-1.1755184800477675e-7	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-5.8775924002388373e-8	-5.8775924002388373e-8	1.439710229664539e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-5.8775924002388373e-8	0.0	1.314269615097019e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-5.8775924002388373e-8	5.8775924002388373e-8	1.439710229664539e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-5.8775924002388373e-8	1.1755184800477675e-7	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	-5.8775924002388373e-8	1.7632777200716511e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	0.0	-1.7632777200716511e-7	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	0.0	-1.1755184800477675e-7	1.6624341773037594e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	0.0	-5.8775924002388373e-8	1.314269615097019e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	0.0	0.0	1.1755184800477675e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	0.0	5.8775924002388373e-8	1.314269615097019e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	0.0	1.1755184800477675e-7	1.6624341773037594e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	0.0	1.7632777200716511e-7	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	5.8775924002388373e-8	-1.7632777200716511e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	5.8775924002388373e-8	-1.1755184800477675e-7	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	5.8775924002388373e-8	-5.8775924002388373e-8	1.439710229664539e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	5.8775924002388373e-8	0.0	1.314269615097019e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	5.8775924002388373e-8	5.8775924002388373e-8	1.439710229664539e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	5.8775924002388373e-8	1.1755184800477675e-7	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	5.8775924002388373e-8	1.7632777200716511e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.1755184800477675e-7	-1.1755184800477675e-7	2.0360577326788746e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.1755184800477675e-7	-5.8775924002388373e-8	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.1755184800477675e-7	0.0	1.6624341773037594e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.1755184800477675e-7	5.8775924002388373e-8	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.1755184800477675e-7	1.1755184800477675e-7	2.0360577326788746e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.7632777200716511e-7	-5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.7632777200716511e-7	0.0	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.1755184800477675e-7	1.7632777200716511e-7	5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-1.1755184800477675e-7	-5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-1.1755184800477675e-7	0.0	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-1.1755184800477675e-7	5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-5.8775924002388373e-8	-1.1755184800477675e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-5.8775924002388373e-8	-5.8775924002388373e-8	1.9493768662236624e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-5.8775924002388373e-8	0.0	1.858657914285072e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-5.8775924002388373e-8	5.8775924002388373e-8	1.9493768662236624e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	-5.8775924002388373e-8	1.1755184800477675e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	0.0	-1.1755184800477675e-7	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	0.0	-5.8775924002388373e-8	1.858657914285072e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	0.0	0.0	1.7632777200716511e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	0.0	5.8775924002388373e-8	1.858657914285072e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	0.0	1.1755184800477675e-7	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	5.8775924002388373e-8	-1.1755184800477675e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	5.8775924002388373e-8	-5.8775924002388373e-8	1.9493768662236624e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	5.8775924002388373e-8	0.0	1.858657914285072e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	5.8775924002388373e-8	5.8775924002388373e-8	1.9493768662236624e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	5.8775924002388373e-8	1.1755184800477675e-7	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	1.1755184800477675e-7	-5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	1.1755184800477675e-7	0.0	2.119196077533859e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
1.7632777200716511e-7	1.1755184800477675e-7	5.8775924002388373e-8	2.1991937020800026e-7	1.0	5.8775924002388373e-8	2.0304785028540304e-22
